	0	1
842	6666666.136383.1972 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_12|300442	gi|6666666.136383.1972|6666666.136383|JHVT01|Glutamine_synthetase_type_I_EC_6.3.1.2|Pseudomonasumsongensisunc430cl58colJHVT01
843	6666666.135348.1280 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_3|216817	gi|6666666.135348.1280|6666666.135348|JYHG01|Ornithine_carbamoyltransferase_EC_2.1.3.3|PseudomonasamygdalipvDendropanacisJYHG01
844	6666666.135193.5675 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_2|216821	gi|6666666.135193.5675|6666666.135193|JTFL01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|PseudomonaspseudoalcaligenesJTFL01
845	6666666.135533.5532 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.135533.5532|6666666.135533|AHKM01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|Pseudomonasaeruginosampao1p1AHKM01
846	6666666.94976.2386 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_3|300442	gi|6666666.94976.2386|6666666.94976|B19|Tryptophan_synthase_beta_chain_EC_4.2.1.20|PseudomonasspB19
847	6666666.296208.2043 -> polyketide|215|215_1|216817	gi|6666666.296208.2043|6666666.296208|17875|Cyclohexadienyl_dehydrogenase_EC_1.3.1.12EC_1.3.1.43__5Enolpyruvylshikimate3phosphate_synthase_EC_2.5.1.19|PseudomonaspohangensisDSM17875
848	6666666.136288.4243 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_2|300442	gi|6666666.136288.4243|6666666.136288|AQOH01|Succinylornithine_transaminase_EC_2.6.1.81|Pseudomonasfuscovaginaese1AQOH01
849	6666666.296206.236 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_2|216821	gi|6666666.296206.236|6666666.296206|CECT8338|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonassalegensCECT8338
850	6666666.135453.1904 -> PYR_THR_AA|3|Acetolactate_synthase_large_subunit_1|216817	gi|6666666.135453.1904|6666666.135453|JYHF01|Acetolactate_synthase_large_subunit_EC_2.2.1.6|PseudomonassavastanoipvSavastanoiJYHF01
851	6666666.136568.1459 -> TCA|12|fumarate_hydratase_9|300442	gi|6666666.136568.1459|6666666.136568|JYLA01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonastaetrolensJYLA01
852	6666666.136607.161 -> TCA|12|fumarate_hydratase_3|300442	gi|6666666.136607.161|6666666.136607|ASJX01|Fumarate_hydratase_class_I_aerobic_EC_4.2.1.2|Pseudomonasplecoglossicidanb2011ASJX01
853	6666666.135447.2505 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_10|311079	gi|6666666.135447.2505|6666666.135447|AUED01|glutamine_synthetase_family_protein|Pseudomonasvranovensisdsm16006AUED01
854	6666666.102130.4818 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.102130.4818|6666666.102130|NC_021491.1|Cysteine_synthase_EC_2.5.1.47|PseudomonasputidaH8234NC0214911
855	6666666.134926.2663 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_4|311079	gi|6666666.134926.2663|6666666.134926|AHAY01|Ketolacid_reductoisomerase_EC_1.1.1.86|PseudomonaschlororaphissubspChlororaphisgp72AHAY01
856	6666666.135323.4505 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_7|300442	gi|6666666.135323.4505|6666666.135323|BBQJ01|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonasabietaniphilaBBQJ01
857	6666666.136616.955 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_3|216821	gi|6666666.136616.955|6666666.136616|JOVT01|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonasmendocinaJOVT01
858	6666666.135447.439 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_5|300442	gi|6666666.135447.439|6666666.135447|AUED01|Valinepyruvate_aminotransferase_EC_2.6.1.66_##_AvtA|Pseudomonasvranovensisdsm16006AUED01
859	6666666.135168.4662 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.135168.4662|6666666.135168|CTFI01|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|PseudomonasaeruginosaCTFI01
860	6666666.137560.2174 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|300442	gi|6666666.137560.2174|6666666.137560|JTUR01|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonasaeruginosaJTUR01
861	6666666.136486.3303 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_1|216817	gi|6666666.136486.3303|6666666.136486|JXQW01|Acetylglutamate_kinase_EC_2.7.2.8|PseudomonasfulvaJXQW01
862	6666666.135136.301 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_1|216817	gi|6666666.135136.301|6666666.135136|AWUI01|Diaminopimelate_decarboxylase_EC_4.1.1.20|PseudomonassyringaepvAtrofaciensstrDsm50255AWUI01
863	6666666.138930.2200 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_1|216817	gi|6666666.138930.2200|6666666.138930|ATDK01|Cysteine_synthase_EC_2.5.1.47|Pseudomonasavellanaebpic631ATDK01
864	6666666.94968.4913 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_3|300442	gi|6666666.94968.4913|6666666.94968|B12|Dihydroxyacid_dehydratase_EC_4.2.1.9|PseudomonasspB12
865	6666666.162465.3995 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_4|216821	gi|6666666.162465.3995|6666666.162465|RIT288|4hydroxytetrahydrodipicolinate_synthase_EC_4.3.3.7|PseudomonasspRIT288
866	6666666.135140.3906 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_1|216817	gi|6666666.135140.3906|6666666.135140|LCWS01|Pyrroline5carboxylate_reductase_EC_1.5.1.2|PseudomonasamygdalipvTabacistrAtcc11528LCWS01
867	6666666.136667.2554 -> Glycolysis|9|enolase_2|216821	gi|6666666.136667.2554|6666666.136667|LFMQ01|Enolase_EC_4.2.1.11|PseudomonasaeruginosaLFMQ01
868	6666666.136628.4600 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_3|300442	gi|6666666.136628.4600|6666666.136628|AKYY01|Tryptophan_synthase_alpha_chain_EC_4.2.1.20|Pseudomonastolaasii6264AKYY01
869	6666666.296200.3129 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_6|216821	gi|6666666.296200.3129|6666666.296200|B51270|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonasxinjiangensisNRRLB51270
870	6666666.135001.4750 -> ALPHAKETOGLUTARATE_AMINOACIDS|1|Glutamine_2_oxoglutarate_aminotransferase_1|216817	gi|6666666.135001.4750|6666666.135001|JYLD01|Glutamate_synthase_NADPH_small_chain_EC_1.4.1.13|PseudomonasspDsm29165JYLD01
871	6666666.135447.3659 -> Glycolysis|9|enolase_2|216821	gi|6666666.135447.3659|6666666.135447|AUED01|Enolase_EC_4.2.1.11|Pseudomonasvranovensisdsm16006AUED01
872	6666666.136749.606 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_3|311079	gi|6666666.136749.606|6666666.136749|JALF01|4hydroxytetrahydrodipicolinate_synthase_EC_4.3.3.7|Pseudomonasaeruginosasg17mJALF01
873	6666666.139457.412 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.139457.412|6666666.139457|JYHJ01|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonassyringaepvSyringaeJYHJ01
874	6666666.94971.5982 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_7|300442	gi|6666666.94971.5982|6666666.94971|201|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|Pseudomonassp201
875	6666666.167759.5256 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_4|216821	gi|6666666.167759.5256|6666666.167759|UFB2|4hydroxytetrahydrodipicolinate_synthase_EC_4.3.3.7|PseudomonaschlororaphisUFB2
876	6666666.136558.1001 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_2|300442	gi|6666666.136558.1001|6666666.136558|AHPP01|Argininosuccinate_synthase_EC_6.3.4.5|Pseudomonassynxanthabg33rAHPP01
877	6666666.102156.2535 -> TCA|1|Citrate_synthase_2|216821	gi|6666666.102156.2535|6666666.102156|NC_009439.1|Citrate_synthase_si_EC_2.3.3.1|PseudomonasmendocinaympNC0094391
878	6666666.296209.2790 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|216821	gi|6666666.296209.2790|6666666.296209|BN20|Glutamate_synthase_NADPH_large_chain_EC_1.4.1.13|PseudomonassaudiphocaensisBN20
879	6666666.136486.319 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_2|216821	gi|6666666.136486.319|6666666.136486|JXQW01|Anthranilate_synthase_aminase_component_EC_4.1.3.27|PseudomonasfulvaJXQW01
880	6666666.295964.439 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_3|311079	gi|6666666.295964.439|6666666.295964|KT2440|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonasputidaKT2440
881	6666666.296202.1517 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_1|216817	gi|6666666.296202.1517|6666666.296202|14963|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonassabulinigriJCM14963
882	6666666.102130.11 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_1|216817	gi|6666666.102130.11|6666666.102130|NC_021491.1|Tryptophan_synthase_beta_chain_EC_4.2.1.20|PseudomonasputidaH8234NC0214911
883	6666666.134944.3012 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_4|216821	gi|6666666.134944.3012|6666666.134944|CCYE01|3isopropylmalate_dehydratase_large_subunit_EC_4.2.1.33|PseudomonasxanthomarinaCCYE01
884	6666666.136667.2674 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_4|311079	gi|6666666.136667.2674|6666666.136667|LFMQ01|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonasaeruginosaLFMQ01
885	6666666.136607.3586 -> Glycolysis|9|enolase_2|216821	gi|6666666.136607.3586|6666666.136607|ASJX01|Enolase_EC_4.2.1.11|Pseudomonasplecoglossicidanb2011ASJX01
886	6666666.136568.2244 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.136568.2244|6666666.136568|JYLA01|glutamine_synthetase_family_protein|PseudomonastaetrolensJYLA01
887	6666666.102200.3622 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_2|311079	gi|6666666.102200.3622|6666666.102200|NZ_CP007637.1|3isopropylmalate_dehydrogenase_EC_1.1.1.85|PseudomonassimiaeNZCP0076371
888	6666666.138913.3599 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_2|216821	gi|6666666.138913.3599|6666666.138913|AOFQ01|Argininosuccinate_lyase_EC_4.3.2.1|Pseudomonaschloritidismutansaw1AOFQ01
889	6666666.102119.1696 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_2|311079	gi|6666666.102119.1696|6666666.102119|AZBL01|3isopropylmalate_dehydrogenase_EC_1.1.1.85|PseudomonasputidaOUS82AZBL01
890	6666666.296217.2794 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_3|300442	gi|6666666.296217.2794|6666666.296217|CB1|Cysteine_synthase_EC_2.5.1.47|PseudomonasmassiliensisCB1
891	6666666.135140.412 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_5|216817	gi|6666666.135140.412|6666666.135140|LCWS01|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonasamygdalipvTabacistrAtcc11528LCWS01
892	6666666.139474.5274 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_4|311079	gi|6666666.139474.5274|6666666.139474|LFMR01|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonasaeruginosaLFMR01
893	6666666.102130.434 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_3|311079	gi|6666666.102130.434|6666666.102130|NC_021491.1|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|PseudomonasputidaH8234NC0214911
894	6666666.296212.3079 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_1|216817	gi|6666666.296212.3079|6666666.296212|29606|Imidazoleglycerolphosphate_dehydratase_EC_4.2.1.19|PseudomonasflexibilisATCC29606
895	6666666.138937.2846 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_3|311079	gi|6666666.138937.2846|6666666.138937|ARLP01|Nacetylgammaglutamylphosphate_reductase_EC_1.2.1.38|Pseudomonasmandelii36mfcvi11ARLP01
896	6666666.139100.4282 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_2|300442	gi|6666666.139100.4282|6666666.139100|JGYI01|Argininosuccinate_synthase_EC_6.3.4.5|Pseudomonasveronii1yb2JGYI01
897	6666666.102203.4950 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_2|216821	gi|6666666.102203.4950|6666666.102203|NZ_CP007620.1|Ketolacid_reductoisomerase_EC_1.1.1.86|PseudomonasputidaNZCP0076201
898	6666666.94977.2768 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_4|216821	gi|6666666.94977.2768|6666666.94977|B1|Valinepyruvate_aminotransferase_EC_2.6.1.66|PseudomonasspB1
899	6666666.135371.2672 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|311079	gi|6666666.135371.2672|6666666.135371|JGYF01|3isopropylmalate_dehydratase_large_subunit_EC_4.2.1.33|PseudomonasotitidisJGYF01
900	6666666.102106.3616 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_13|216817	gi|6666666.102106.3616|6666666.102106|NC_016830.1|Glutamine_synthetase_type_I_EC_6.3.1.2|PseudomonasfluorescensF113NC0168301
901	6666666.102142.920 -> R5P_AMINOACIDS|10|histidinol_dehydrogenase_3|300442	gi|6666666.102142.920|6666666.102142|AYUD01|Histidinol_dehydrogenase_EC_1.1.1.23|PseudomonaschlororaphissubspaurantiacaPBSt2AYUD01
902	6666666.136532.3119 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.136532.3119|6666666.136532|JXQT01|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonassimiaeJXQT01
903	6666666.135116.3366 -> Glycolysis|7|phosphoglycerate_kinase_3|300442	gi|6666666.135116.3366|6666666.135116|JNHE01|Phosphoglycerate_kinase_EC_2.7.2.3|PseudomonasoleovoransJNHE01
904	6666666.102204.1589 -> Glycolysis|10|Pyruvate_kinase_3|300442	gi|6666666.102204.1589|6666666.102204|NZ_CP008696.1|Pyruvate_kinase_EC_2.7.1.40|PseudomonaschlororaphisNZCP0086961
905	6666666.155391.37 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_3|300442	gi|6666666.155391.37|6666666.155391|Pf5|Tryptophan_synthase_alpha_chain_EC_4.2.1.20|PseudomonasprotegensPf5
906	6666666.296197.2276 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_2|300442	gi|6666666.296197.2276|6666666.296197|DSM_6083|Phosphoribosylanthranilate_isomerase_EC_5.3.1.24|PseudomonasbalearicaDSM6083
907	6666666.135757.1474 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_2|216821	gi|6666666.135757.1474|6666666.135757|AUEB01|Acetylglutamate_kinase_EC_2.7.2.8|Pseudomonasparafulvanbrc16636=dsm17004AUEB01
908	6666666.136396.6169 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_2|300442	gi|6666666.136396.6169|6666666.136396|CADX01|Phosphoribosylanthranilate_isomerase_EC_5.3.1.24|Pseudomonasfluorescenswayne1CADX01
909	6666666.102107.3769 -> E4P_AMINO_ACIDS|2|3_dehydroquinate_synthase_1|216817	gi|6666666.102107.3769|6666666.102107|AHGZ01|3dehydroquinate_synthase_EC_4.2.3.4|PseudomonasmonteiliiQMAHGZ01
910	6666666.102200.37 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_4|311079	gi|6666666.102200.37|6666666.102200|NZ_CP007637.1|Tryptophan_synthase_beta_chain_EC_4.2.1.20|PseudomonassimiaeNZCP0076371
911	6666666.136670.942 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_4|311079	gi|6666666.136670.942|6666666.136670|JVPC01|Ketolacid_reductoisomerase_EC_1.1.1.86|PseudomonasprotegensJVPC01
912	6666666.136288.4061 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_1|216817	gi|6666666.136288.4061|6666666.136288|AQOH01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|Pseudomonasfuscovaginaese1AQOH01
913	6666666.102203.5640 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_2|300442	gi|6666666.102203.5640|6666666.102203|NZ_CP007620.1|Diaminopimelate_decarboxylase_EC_4.1.1.20|PseudomonasputidaNZCP0076201
914	6666666.136612.31 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.136612.31|6666666.136612|ALKM01|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasmendocinadlhkALKM01
915	6666666.134859.5987 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_2|216821	gi|6666666.134859.5987|6666666.134859|AFXJ01|Argininosuccinate_lyase_EC_4.3.2.1|Pseudomonasaeruginosa19brAFXJ01
916	6666666.102201.5542 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_3|300442	gi|6666666.102201.5542|6666666.102201|NZ_CP007410.1|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonasbrassicacearumNZCP0074101
917	6666666.135055.2398 -> ALPHAKETOGLUTARATE_AMINOACIDS|19|N_acetylglutamate_synthase_3|311079	gi|6666666.135055.2398|6666666.135055|JYKX01|Glutamate_Nacetyltransferase_EC_2.3.1.35__Nacetylglutamate_synthase_EC_2.3.1.1|PseudomonasdeceptionensisJYKX01
918	6666666.102116.1445 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_8|216821	gi|6666666.102116.1445|6666666.102116|NC_015379.1|glutamine_synthetase_family_protein|PseudomonasbrassicacearumsubspbrassicacearumNFM421NC0153791
919	6666666.139106.5082 -> E4P_AMINO_ACIDS|13|Tryptophan_synthase_beta_1|216817	gi|6666666.139106.5082|6666666.139106|JHYW01|Tryptophan_synthase_beta_chain_EC_4.2.1.20|Pseudomonasmosseliidsm17497JHYW01
920	6666666.296202.230 -> TCA|1|Citrate_synthase_2|216821	gi|6666666.296202.230|6666666.296202|14963|Citrate_synthase_si_EC_2.3.3.1|PseudomonassabulinigriJCM14963
921	6666666.102125.5376 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_2|300442	gi|6666666.102125.5376|6666666.102125|NC_023075.1|Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16|PseudomonasmonteiliiSB3078NC0230751
922	6666666.135371.1650 -> TCA|12|fumarate_hydratase_6|216821	gi|6666666.135371.1650|6666666.135371|JGYF01|Fumarate_hydratase_class_II_EC_4.2.1.2|PseudomonasotitidisJGYF01
923	6666666.296364.1808 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_7|300442	gi|6666666.296364.1808|6666666.296364|18415|Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.|PseudomonasformosensisJCM18415
924	6666666.136299.1045 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_1|216817	gi|6666666.136299.1045|6666666.136299|AEGG01|Acetylglutamate_kinase_EC_2.7.2.8|PseudomonassavastanoipvGlycineastrB076AEGG01
925	6666666.135374.1927 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_4|311079	gi|6666666.135374.1927|6666666.135374|AZQQ01|Tryptophan_synthase_alpha_chain_EC_4.2.1.20|Pseudomonasmandeliipd30AZQQ01
926	6666666.136867.4586 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_2|300442	gi|6666666.136867.4586|6666666.136867|LCWT01|Phosphoribosylanthranilate_isomerase_EC_5.3.1.24|PseudomonasamygdalipvLachrymansLCWT01
927	6666666.135001.1110 -> OXALACETATE_AMINOACIDS|1|Aspartate_transaminase_1|216817	gi|6666666.135001.1110|6666666.135001|JYLD01|Aspartate_aminotransferase_EC_2.6.1.1|PseudomonasspDsm29165JYLD01
928	6666666.139474.2333 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_2|216821	gi|6666666.139474.2333|6666666.139474|LFMR01|Argininosuccinate_lyase_EC_4.3.2.1|PseudomonasaeruginosaLFMR01
929	6666666.135447.1754 -> E4P_AMINO_ACIDS|2|3_dehydroquinate_synthase_1|216817	gi|6666666.135447.1754|6666666.135447|AUED01|3dehydroquinate_synthase_EC_4.2.3.4|Pseudomonasvranovensisdsm16006AUED01
930	6666666.296224.564 -> 3PGA_AMINOACIDS|6|Cysteine_synthase_7|300442	gi|6666666.296224.564|6666666.296224|21621|Cysteine_synthase_B_EC_2.5.1.47|PseudomonasjinjuensisJCM21621
931	6666666.135447.3516 -> ALPHAKETOGLUTARATE_AMINOACIDS|11|Ornithine_carbamoyltransferase_7|311079	gi|6666666.135447.3516|6666666.135447|AUED01|Ornithine_carbamoyltransferase_EC_2.1.3.3|Pseudomonasvranovensisdsm16006AUED01
932	6666666.102114.1727 -> TCA|12|fumarate_hydratase_4|311079	gi|6666666.102114.1727|6666666.102114|AZUT01|Fumarate_hydratase_class_I_aerobic_EC_4.2.1.2|PseudomonasthermotoleransJ53AZUT01
933	6666666.102122.102 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_4|311079	gi|6666666.102122.102|6666666.102122|AJFM01|Gammaglutamyl_phosphate_reductase_EC_1.2.1.41|PseudomonasmandeliiJR1AJFM01
934	6666666.102202.199 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_1|216817	gi|6666666.102202.199|6666666.102202|NZ_CP007039.1|Diaminopimelate_decarboxylase_EC_4.1.1.20|PseudomonascichoriiJBC1NZCP0070391
935	6666666.136390.417 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_1|216817	gi|6666666.136390.417|6666666.136390|AWQP01|Argininosuccinate_synthase_EC_6.3.4.5|PseudomonassyringaepvCorylistrNcppb4273AWQP01
936	6666666.102121.1894 -> PYR_THR_AA|5|Dihydroxiacid_dehydratase_4|311079	gi|6666666.102121.1894|6666666.102121|AJXG01|Dihydroxyacid_dehydratase_EC_4.2.1.9|PseudomonastolaasiiPMS117AJXG01
937	6666666.139525.2738 -> TCA|12|fumarate_hydratase_2|216821	gi|6666666.139525.2738|6666666.139525|JYGC02|Fumarate_hydratase_class_I_aerobic_EC_4.2.1.2|PseudomonasaeruginosaJYGC02
938	6666666.135374.5926 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_4|311079	gi|6666666.135374.5926|6666666.135374|AZQQ01|Ketolacid_reductoisomerase_EC_1.1.1.86|Pseudomonasmandeliipd30AZQQ01
939	6666666.139100.833 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_8|216821	gi|6666666.139100.833|6666666.139100|JGYI01|glutamine_synthetase_family_protein|Pseudomonasveronii1yb2JGYI01
940	6666666.102119.5415 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_12|300442	gi|6666666.102119.5415|6666666.102119|AZBL01|Glutamine_synthetase_type_I_EC_6.3.1.2|PseudomonasputidaOUS82AZBL01
941	6666666.134757.152 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_5|216817	gi|6666666.134757.152|6666666.134757|AHPO01|glutamine_synthetase_family_protein|Pseudomonasfluorescensq8r196AHPO01
942	6666666.136628.180 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|311079	gi|6666666.136628.180|6666666.136628|AKYY01|3isopropylmalate_dehydratase_large_subunit_EC_4.2.1.33|Pseudomonastolaasii6264AKYY01
943	6666666.135143.2727 -> E4P_AMINO_ACIDS|9|Anthranilate_phosphoribosyltransferase_1|216821	gi|6666666.135143.2727|6666666.135143|JYHI01|Anthranilate_phosphoribosyltransferase_EC_2.4.2.18|PseudomonassyringaepvPapulansJYHI01
944	6666666.102115.801 -> PYR_THR_AA|3|Acetolactate_synthase_large_subunit_2|311079	gi|6666666.102115.801|6666666.102115|AZRU01|Acetolactate_synthase_large_subunit_EC_2.2.1.6|PseudomonasnitroreducensHBP1AZRU01
945	6666666.296224.2411 -> ALPHAKETOGLUTARATE_AMINOACIDS|3|Glutamine_synthetase_13|216817	gi|6666666.296224.2411|6666666.296224|21621|Glutamine_synthetase_type_I_EC_6.3.1.2|PseudomonasjinjuensisJCM21621
946	6666666.134955.140 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_3|311079	gi|6666666.134955.140|6666666.134955|BBIV01|4hydroxytetrahydrodipicolinate_synthase_EC_4.3.3.7|Pseudomonasplecoglossicidanbrc103162=dsm15088BBIV01
947	6666666.296202.1930 -> ALPHAKETOGLUTARATE_AMINOACIDS|1|Glutamine_2_oxoglutarate_aminotransferase_1|216817	gi|6666666.296202.1930|6666666.296202|14963|Glutamate_synthase_NADPH_small_chain_EC_1.4.1.13|PseudomonassabulinigriJCM14963
948	6666666.102186.4532 -> E4P_AMINO_ACIDS|2|3_dehydroquinate_synthase_3|300442	gi|6666666.102186.4532|6666666.102186|NC_020209|3dehydroquinate_synthase_EC_4.2.3.4|PseudomonaspoaeRE*1114NC020209
949	6666666.135259.1143 -> Glycolysis|10|Pyruvate_kinase_4|311079	gi|6666666.135259.1143|6666666.135259|AQPA01|Pyruvate_kinase_EC_2.7.1.40|Pseudomonasthermotoleransdsm14292AQPA01
950	6666666.136306.2986 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_3|300442	gi|6666666.136306.2986|6666666.136306|AIEU01|Acetylglutamate_kinase_EC_2.7.2.8|Pseudomonasfuscovaginaeupb0736AIEU01
951	6666666.135055.962 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_5|216817	gi|6666666.135055.962|6666666.135055|JYKX01|Serine_hydroxymethyltransferase_EC_2.1.2.1|PseudomonasdeceptionensisJYKX01
952	6666666.134964.3275 -> Glycolysis|9|enolase_2|216821	gi|6666666.134964.3275|6666666.134964|JYHV01|Enolase_EC_4.2.1.11|PseudomonasstutzeriJYHV01
953	6666666.102203.5237 -> Glycolysis|7|phosphoglycerate_kinase_4|311079	gi|6666666.102203.5237|6666666.102203|NZ_CP007620.1|Phosphoglycerate_kinase_EC_2.7.2.3|PseudomonasputidaNZCP0076201
